true_x,true_y,pred_x,pred_y
"[47.2, 46.8, 46.53333333333333, 0.0, 51.46666666666667, 51.86666666666667, 51.733333333333334, 47.6, 48.4, 48.666666666666664, 49.2, 50.53333333333333, 50.266666666666666, 46.93333333333333, 47.6, 0.0, 49.333333333333336]","[45.26066350710901, 49.76303317535545, 58.056872037914694, 0.0, 51.18483412322275, 59.47867298578199, 66.11374407582939, 65.40284360189574, 72.98578199052133, 78.90995260663507, 64.69194312796209, 74.40758293838863, 81.27962085308057, 44.07582938388626, 44.54976303317535, 0.0, 44.54976303317535]","[47.447916666666664, 47.447916666666664, 47.03125, 0.0, 50.78125, 51.71875, 51.354166666666664, 47.552083333333336, 47.91666666666667, 49.166666666666664, 49.21875, 49.84375, 49.947916666666664, 50.208333333333336, 47.34375, 0.0, 49.53125]","[45.370370370370374, 50.27777777777778, 57.12962962962963, 0.0, 50.64814814814815, 58.611111111111114, 65.18518518518519, 63.7962962962963, 72.68518518518519, 79.72222222222223, 79.81481481481481, 64.07407407407408, 72.5, 80.37037037037037, 44.72222222222222, 0.0, 45.0]"
"[48.666666666666664, 47.46666666666667, 47.333333333333336, 47.86666666666667, 50.4, 50.666666666666664, 49.6, 48.266666666666666, 48.13333333333333, 48.13333333333333, 49.6, 50, 49.733333333333334, 48.4, 49.2, 48, 49.46666666666667]","[46.44549763033175, 47.39336492890995, 50.71090047393365, 47.39336492890995, 47.156398104265406, 50, 47.6303317535545, 55.687203791469194, 60.66350710900474, 64.21800947867298, 55.687203791469194, 60.18957345971564, 64.21800947867298, 45.7345971563981, 45.97156398104266, 45.7345971563981, 45.26066350710901]","[48.69791666666667, 48.125, 47.864583333333336, 48.125, 49.53125, 49.947916666666664, 49.635416666666664, 48.645833333333336, 48.645833333333336, 48.59375, 49.53125, 49.73958333333333, 49.635416666666664, 48.385416666666664, 48.90625, 48.125, 49.322916666666664]","[46.2962962962963, 48.7037037037037, 50.74074074074074, 51.388888888888886, 48.7037037037037, 51.11111111111111, 51.48148148148148, 54.25925925925926, 59.90740740740741, 64.72222222222223, 54.25925925925926, 59.62962962962963, 64.62962962962962, 45.83333333333333, 45.83333333333333, 46.01851851851852, 46.2962962962963]"
"[44.8, 41.733333333333334, 42.4, 45.06666666666667, 45.86666666666667, 47.46666666666667, 46.93333333333333, 44.13333333333333, 42.4, 44.8, 46.13333333333333, 49.46666666666667, 48.4, 44, 44.93333333333333, 43.733333333333334, 45.333333333333336]","[35.308056872037916, 40.04739336492891, 45.7345971563981, 50.71090047393365, 37.677725118483416, 43.838862559241704, 49.28909952606635, 48.81516587677725, 55.21327014218009, 59.95260663507109, 48.5781990521327, 53.55450236966825, 59.241706161137444, 34.12322274881517, 34.59715639810427, 35.54502369668246, 34.12322274881517]","[44.739583333333336, 42.604166666666664, 42.604166666666664, 43.645833333333336, 46.40625, 47.34375, 47.291666666666664, 43.177083333333336, 43.020833333333336, 44.375, 46.041666666666664, 48.541666666666664, 48.17708333333333, 44.0625, 45.05208333333333, 43.177083333333336, 45.416666666666664]","[34.629629629629626, 38.98148148148148, 45.27777777777778, 49.629629629629626, 38.611111111111114, 44.72222222222222, 48.98148148148148, 48.61111111111111, 53.24074074074075, 60.092592592592595, 48.24074074074074, 51.94444444444445, 59.72222222222222, 33.7037037037037, 33.611111111111114, 34.166666666666664, 33.98148148148148]"
"[45.6, 44.13333333333333, 43.6, 44.666666666666664, 47.46666666666667, 47.733333333333334, 48.53333333333333, 45.333333333333336, 45.6, 46, 47.2, 47.333333333333336, 48.13333333333333, 45.333333333333336, 45.733333333333334, 44.8, 46.13333333333333]","[35.07109004739336, 38.62559241706161, 42.654028436018955, 44.07582938388626, 38.15165876777251, 40.99526066350711, 42.654028436018955, 45.97156398104266, 52.3696682464455, 57.81990521327014, 45.7345971563981, 51.8957345971564, 57.58293838862559, 34.12322274881517, 34.12322274881517, 34.834123222748815, 34.12322274881517]","[45.46875, 47.03125, 47.760416666666664, 47.65625, 45.15625, 44.53125, 45.3125, 47.13541666666667, 47.39583333333333, 47.447916666666664, 45.677083333333336, 45.989583333333336, 46.61458333333333, 46.302083333333336, 45.208333333333336, 0.0, 0.0]","[36.11111111111111, 37.68518518518518, 41.48148148148148, 44.166666666666664, 37.96296296296296, 41.48148148148148, 43.611111111111114, 44.907407407407405, 50.74074074074074, 56.574074074074076, 45.18518518518518, 51.01851851851852, 56.851851851851855, 35.55555555555556, 34.90740740740741, 0.0, 0.0]"
"[47.6, 47.46666666666667, 45.6, 45.46666666666667, 50.8, 50.53333333333333, 49.06666666666667, 47.2, 47.06666666666667, 48, 50, 50.266666666666666, 50.13333333333333, 47.2, 48, 0.0, 49.333333333333336]","[32.70142180094787, 35.78199052132702, 40.99526066350711, 36.25592417061611, 36.018957345971565, 41.46919431279621, 35.54502369668246, 51.4218009478673, 59.71563981042654, 67.06161137440758, 51.8957345971564, 60.90047393364929, 69.19431279620854, 31.27962085308057, 31.04265402843602, 0.0, 30.805687203791468]","[47.03125, 46.770833333333336, 45.3125, 45.46875, 50.46874999999999, 50.31250000000001, 48.4375, 47.708333333333336, 47.65625, 48.020833333333336, 49.947916666666664, 50.15625, 50.208333333333336, 46.927083333333336, 47.760416666666664, 0.0, 0.0]","[31.944444444444443, 36.01851851851852, 40.925925925925924, 38.51851851851852, 35.46296296296296, 41.01851851851852, 33.88888888888889, 49.907407407407405, 59.72222222222222, 68.05555555555556, 50.0, 59.62962962962963, 69.62962962962963, 30.555555555555557, 31.203703703703706, 0.0, 0.0]"
"[50.07363770250368, 49.337260677466865, 48.748159057437405, 49.48453608247423, 51.39911634756996, 51.251840942562595, 50.95729013254786, 49.63181148748159, 49.779086892488955, 49.63181148748159, 50.662739322533135, 50.51546391752577, 50.662739322533135, 49.92636229749632, 50.36818851251841, 49.63181148748159, 50.8100147275405]","[62.303664921465966, 63.089005235602095, 64.13612565445027, 62.303664921465966, 62.82722513089005, 64.13612565445027, 62.56544502617801, 68.06282722513089, 71.46596858638743, 74.60732984293193, 67.53926701570681, 71.46596858638743, 74.3455497382199, 61.78010471204188, 61.78010471204188, 61.518324607329845, 61.518324607329845]","[50.10416666666667, 50.10416666666667, 50.10416666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[63.14814814814815, 65.37037037037037, 65.64814814814814, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[33.983739837398375, 32.520325203252035, 30.73170731707317, 32.03252032520325, 36.260162601626014, 38.3739837398374, 37.073170731707314, 33.65853658536585, 34.63414634146341, 35.77235772357724, 37.5609756097561, 37.5609756097561, 38.3739837398374, 33.170731707317074, 34.63414634146341, 32.68292682926829, 35.9349593495935]","[33.91304347826087, 38.26086956521739, 41.73913043478261, 35.65217391304348, 38.26086956521739, 42.028985507246375, 37.68115942028985, 54.20289855072464, 63.47826086956522, 68.1159420289855, 53.6231884057971, 61.15942028985507, 66.95652173913044, 32.7536231884058, 32.7536231884058, 32.17391304347826, 33.04347826086956]","[33.229166666666664, 32.34375, 30.46875, 31.979166666666664, 36.5625, 39.010416666666664, 36.97916666666667, 34.166666666666664, 35.052083333333336, 35.364583333333336, 37.291666666666664, 38.072916666666664, 39.114583333333336, 33.07291666666667, 33.75, 33.90625, 34.53125]","[33.14814814814815, 36.75925925925926, 41.75925925925926, 35.37037037037037, 36.48148148148148, 42.129629629629626, 36.666666666666664, 51.2962962962963, 61.85185185185185, 69.35185185185185, 50.64814814814815, 60.74074074074074, 68.05555555555556, 32.31481481481481, 32.592592592592595, 33.51851851851852, 32.5]"
"[47.6, 45.733333333333334, 45.46666666666667, 45.6, 50.8, 51.06666666666667, 51.06666666666667, 46.93333333333333, 47.333333333333336, 47.86666666666667, 49.733333333333334, 50.266666666666666, 50.666666666666664, 47.06666666666667, 48, 46.8, 48.4]","[34.59715639810427, 40.04739336492891, 45.97156398104266, 50.71090047393365, 38.62559241706161, 46.44549763033175, 49.76303317535545, 49.5260663507109, 58.76777251184834, 66.35071090047393, 49.052132701421804, 58.76777251184834, 65.87677725118483, 33.88625592417062, 33.88625592417062, 34.12322274881517, 33.649289099526065]","[47.864583333333336, 45.885416666666664, 45.3125, 45.46875, 50.10416666666667, 51.302083333333336, 51.770833333333336, 47.5, 47.552083333333336, 47.65625, 49.895833333333336, 50.208333333333336, 50.416666666666664, 47.447916666666664, 48.17708333333333, 46.71875, 48.75]","[35.092592592592595, 39.62962962962963, 45.092592592592595, 50.27777777777778, 38.148148148148145, 43.611111111111114, 49.25925925925926, 50.0, 58.611111111111114, 66.38888888888889, 49.53703703703704, 58.611111111111114, 66.01851851851852, 34.25925925925926, 33.88888888888889, 34.72222222222222, 34.25925925925926]"
"[40.4, 42.266666666666666, 42.13333333333333, 0.0, 45.733333333333334, 46.266666666666666, 45.06666666666667, 42.53333333333333, 42.93333333333333, 44.266666666666666, 43.86666666666667, 45.46666666666667, 45.86666666666667, 40.666666666666664, 41.6, 0.0, 43.46666666666667]","[31.753554502369667, 37.677725118483416, 48.34123222748815, 0.0, 38.62559241706161, 50.23696682464455, 57.58293838862559, 56.161137440758296, 67.06161137440758, 75.59241706161137, 56.872037914691944, 68.24644549763033, 79.14691943127963, 29.620853080568722, 29.85781990521327, 0.0, 30.33175355450237]","[40.520833333333336, 43.22916666666667, 43.333333333333336, 0.0, 44.895833333333336, 45.83333333333333, 45.3125, 43.22916666666667, 45.0, 46.09375, 44.79166666666667, 45.260416666666664, 45.83333333333333, 41.09375, 43.125, 0.0, 0.0]","[30.37037037037037, 38.333333333333336, 49.25925925925926, 0.0, 38.51851851851852, 49.44444444444444, 57.03703703703704, 56.388888888888886, 68.33333333333333, 76.66666666666667, 57.12962962962963, 68.42592592592592, 77.77777777777779, 28.888888888888886, 30.0, 0.0, 0.0]"
"[51.86666666666667, 50.8, 50.4, 50.666666666666664, 52.666666666666664, 53.333333333333336, 53.333333333333336, 51.333333333333336, 51.06666666666667, 51.6, 52.4, 52.8, 52.4, 51.46666666666667, 52.13333333333333, 51.333333333333336, 52.53333333333333]","[57.81990521327014, 59.241706161137444, 61.611374407582936, 63.981042654028435, 59.241706161137444, 62.08530805687204, 64.21800947867298, 64.21800947867298, 68.00947867298578, 69.90521327014218, 64.45497630331754, 68.00947867298578, 69.90521327014218, 57.345971563981045, 57.345971563981045, 57.81990521327014, 57.58293838862559]","[52.39583333333333, 52.23958333333333, 51.87500000000001, 52.1875, 52.44791666666667, 52.5, 52.39583333333333, 52.135416666666664, 52.1875, 52.1875, 52.44791666666667, 52.5, 52.34375, 52.29166666666667, 52.39583333333333, 52.34375, 52.5]","[58.79629629629629, 59.351851851851855, 61.85185185185185, 62.77777777777778, 59.53703703703703, 61.48148148148148, 61.75925925925926, 62.87037037037037, 66.20370370370371, 68.05555555555556, 62.87037037037037, 65.18518518518519, 68.05555555555556, 58.7037037037037, 58.79629629629629, 58.7037037037037, 58.7037037037037]"
"[44.53333333333333, 41.333333333333336, 41.2, 40.93333333333333, 45.46666666666667, 46.666666666666664, 47.46666666666667, 43.46666666666667, 44.53333333333333, 44, 46, 46.4, 45.733333333333334, 43.86666666666667, 44.8, 42.53333333333333, 0.0]","[31.51658767772512, 35.78199052132702, 43.60189573459716, 49.28909952606635, 34.360189573459714, 41.23222748815166, 46.682464454976305, 49.052132701421804, 56.161137440758296, 60.426540284360186, 48.81516587677725, 54.502369668246445, 58.76777251184834, 30.09478672985782, 29.85781990521327, 30.33175355450237, 0.0]","[44.583333333333336, 41.40625, 40.88541666666667, 41.14583333333333, 45.46875, 46.666666666666664, 47.604166666666664, 43.020833333333336, 44.0625, 44.114583333333336, 45.520833333333336, 46.145833333333336, 45.520833333333336, 43.59375, 44.84375, 42.5, 0.0]","[30.555555555555557, 36.574074074074076, 43.05555555555556, 49.166666666666664, 34.81481481481482, 41.11111111111111, 46.2962962962963, 48.24074074074074, 55.648148148148145, 61.48148148148148, 47.31481481481482, 55.648148148148145, 60.83333333333333, 29.72222222222222, 29.444444444444446, 30.74074074074074, 0.0]"
"[50.13333333333333, 48.13333333333333, 47.86666666666667, 47.733333333333334, 52.13333333333333, 52.53333333333333, 52.8, 49.06666666666667, 49.6, 49.733333333333334, 51.6, 51.2, 51.46666666666667, 49.86666666666667, 50.53333333333333, 0.0, 0.0]","[35.54502369668246, 40.52132701421801, 45.97156398104266, 50.4739336492891, 40.758293838862556, 45.26066350710901, 50, 50, 56.39810426540284, 62.322274881516584, 49.5260663507109, 56.39810426540284, 62.55924170616114, 35.07109004739336, 35.07109004739336, 0.0, 0.0]","[50.10416666666667, 48.28125, 47.65625, 47.5, 51.71875, 52.29166666666667, 52.65625000000001, 49.427083333333336, 49.47916666666667, 49.583333333333336, 51.145833333333336, 51.40625, 50.9375, 49.73958333333333, 50.46874999999999, 0.0, 0.0]","[35.18518518518518, 39.166666666666664, 43.611111111111114, 47.68518518518518, 39.07407407407407, 43.148148148148145, 47.129629629629626, 49.166666666666664, 55.55555555555556, 61.111111111111114, 49.074074074074076, 56.018518518518526, 61.111111111111114, 34.166666666666664, 34.166666666666664, 0.0, 0.0]"
"[43.86666666666667, 0.0, 0.0, 0.0, 46.666666666666664, 46.4, 44.53333333333333, 47.86666666666667, 0.0, 0.0, 47.2, 0.0, 0.0, 43.733333333333334, 44.266666666666666, 0.0, 45.6]","[32.70142180094787, 0.0, 0.0, 0.0, 36.492890995260666, 42.89099526066351, 44.07582938388626, 46.44549763033175, 0.0, 0.0, 48.34123222748815, 0.0, 0.0, 31.27962085308057, 31.51658767772512, 0.0, 31.753554502369667]","[44.895833333333336, 0.0, 0.0, 0.0, 46.40625, 46.302083333333336, 46.145833333333336, 46.5625, 0.0, 0.0, 46.822916666666664, 0.0, 0.0, 45.104166666666664, 45.46875, 0.0, 0.0]","[30.648148148148145, 0.0, 0.0, 0.0, 32.31481481481481, 32.5, 32.68518518518518, 36.75925925925926, 0.0, 0.0, 36.666666666666664, 0.0, 0.0, 29.907407407407405, 30.185185185185187, 0.0, 0.0]"
"[22, 16.666666666666668, 18, 21.2, 22.133333333333333, 24, 26.266666666666666, 22.666666666666668, 22.533333333333335, 22.666666666666668, 24.666666666666668, 25.6, 24.266666666666666, 21.2, 22, 18.8, 0.0]","[45.97156398104266, 54.2654028436019, 65.63981042654028, 71.80094786729858, 49.052132701421804, 56.63507109004739, 63.03317535545024, 69.66824644549763, 80.56872037914692, 87.44075829383887, 66.82464454976304, 75.35545023696683, 82.46445497630332, 45.023696682464454, 44.312796208530806, 46.91943127962085, 0.0]","[21.875, 16.875, 17.8125, 20.520833333333332, 22.447916666666668, 24.166666666666668, 26.041666666666668, 20.833333333333336, 21.822916666666668, 23.28125, 22.65625, 23.90625, 25.156250000000004, 24.53125, 20.885416666666668, 21.458333333333332, 0.0]","[45.74074074074074, 54.53703703703704, 63.98148148148148, 70.92592592592592, 50.09259259259259, 57.49999999999999, 62.96296296296296, 67.5, 77.5925925925926, 76.75925925925927, 87.4074074074074, 65.46296296296296, 76.01851851851852, 83.24074074074073, 45.27777777777778, 44.72222222222222, 0.0]"
"[50.93333333333333, 49.333333333333336, 48.8, 48.53333333333333, 52.13333333333333, 52.666666666666664, 53.06666666666667, 49.86666666666667, 49.6, 49.6, 51.6, 52.13333333333333, 51.733333333333334, 50.53333333333333, 51.333333333333336, 50.13333333333333, 51.86666666666667]","[36.25592417061611, 38.388625592417064, 44.312796208530806, 49.052132701421804, 37.91469194312796, 44.07582938388626, 49.76303317535545, 50.4739336492891, 55.92417061611374, 62.322274881516584, 50.23696682464455, 55.45023696682465, 62.08530805687204, 35.308056872037916, 35.308056872037916, 35.07109004739336, 35.308056872037916]","[51.041666666666664, 49.166666666666664, 48.020833333333336, 47.864583333333336, 52.708333333333336, 53.385416666666664, 53.489583333333336, 49.84375, 49.635416666666664, 50.05208333333333, 52.03124999999999, 51.770833333333336, 51.5625, 50.572916666666664, 51.66666666666667, 50.10416666666667, 52.29166666666667]","[35.37037037037037, 39.81481481481482, 44.53703703703704, 48.61111111111111, 39.53703703703704, 44.074074074074076, 48.98148148148148, 49.351851851851855, 56.481481481481474, 62.87037037037037, 49.44444444444444, 56.666666666666664, 62.68518518518519, 34.35185185185185, 34.44444444444444, 35.18518518518518, 35.27777777777778]"
"[50, 48.53333333333333, 47.86666666666667, 48.266666666666666, 51.46666666666667, 51.733333333333334, 51.86666666666667, 49.333333333333336, 49.2, 49.2, 50.93333333333333, 50.8, 50.93333333333333, 49.6, 50.4, 49.06666666666667, 50.8]","[43.60189573459716, 45.7345971563981, 50, 53.08056872037915, 45.97156398104266, 50, 53.317535545023695, 55.687203791469194, 59.95260663507109, 65.16587677725119, 55.92417061611374, 60.66350710900474, 65.16587677725119, 42.654028436018955, 42.89099526066351, 43.127962085308056, 43.127962085308056]","[50.10416666666667, 48.385416666666664, 47.708333333333336, 48.17708333333333, 51.40625, 52.135416666666664, 51.87500000000001, 49.166666666666664, 49.166666666666664, 49.166666666666664, 50.67708333333333, 50.67708333333333, 50.625, 49.895833333333336, 50.364583333333336, 49.53125, 50.72916666666667]","[43.333333333333336, 46.01851851851852, 49.81481481481482, 52.31481481481482, 45.925925925925924, 49.72222222222222, 52.407407407407405, 53.888888888888886, 59.62962962962963, 65.64814814814814, 53.98148148148149, 59.72222222222222, 65.64814814814814, 42.407407407407405, 42.5, 42.96296296296296, 42.77777777777778]"
"[49.2, 42.266666666666666, 41.2, 42.53333333333333, 47.733333333333334, 46.666666666666664, 48.4, 41.86666666666667, 43.46666666666667, 42.53333333333333, 44.93333333333333, 45.86666666666667, 45.46666666666667, 48.8, 50.00000005425347, 46.13333333333333, 0.0]","[24.170616113744074, 26.303317535545023, 38.62559241706161, 44.78672985781991, 26.777251184834125, 36.25592417061611, 42.89099526066351, 49.5260663507109, 59.241706161137444, 67.77251184834124, 48.1042654028436, 58.29383886255924, 65.87677725118483, 22.03791469194313, 22.27488259619965, 20.379146919431278, 0.0]","[49.427083333333336, 43.333333333333336, 42.03125, 42.395833333333336, 47.447916666666664, 46.5625, 47.447916666666664, 42.03125, 40.989583333333336, 41.92708333333333, 44.84375, 48.489583333333336, 45.15625, 48.90625, 49.583333333333336, 46.71875, 0.0]","[23.425925925925924, 25.925925925925924, 33.98148148148148, 38.88888888888889, 28.055555555555557, 35.55555555555556, 40.64814814814815, 40.925925925925924, 49.53703703703704, 58.24074074074074, 41.48148148148148, 48.888888888888886, 58.51851851851851, 21.85185185185185, 22.77777777777778, 20.64814814814815, 0.0]"
"[46.48093841642229, 46.18768328445748, 45.30791788856305, 44.72140762463343, 48.82697947214076, 50, 51.17302052785924, 46.18768328445748, 46.48093841642229, 47.06744868035191, 48.97360703812317, 49.41348973607038, 48.82697947214076, 46.334310850439884, 47.06744868035191, 0.0, 47.800586510263926]","[43.86422976501306, 45.95300261096606, 50.130548302872064, 55.35248041775457, 45.95300261096606, 50.130548302872064, 55.61357702349869, 56.13577023498694, 64.49086161879896, 70.23498694516971, 55.61357702349869, 63.44647519582245, 69.45169712793734, 42.819843342036556, 43.08093994778068, 0.0, 42.819843342036556]","[47.03125, 45.78125, 45.15625, 44.895833333333336, 49.166666666666664, 50.260416666666664, 50.83333333333333, 46.822916666666664, 46.71875, 46.875, 48.645833333333336, 49.114583333333336, 49.166666666666664, 46.510416666666664, 47.39583333333333, 0.0, 48.020833333333336]","[43.425925925925924, 46.94444444444444, 51.11111111111111, 54.166666666666664, 46.2037037037037, 50.18518518518519, 53.70370370370371, 55.833333333333336, 63.14814814814815, 70.18518518518519, 55.648148148148145, 63.24074074074074, 70.0925925925926, 42.5, 42.31481481481482, 0.0, 42.5]"
"[44.53333333333333, 43.06666666666667, 42.53333333333333, 42.8, 48, 49.2, 49.46666666666667, 44.8, 44.93333333333333, 45.46666666666667, 47.06666666666667, 48, 47.46666666666667, 43.86666666666667, 45.2, 0.0, 46.4]","[43.838862559241704, 46.682464454976305, 53.791469194312796, 59.241706161137444, 45.97156398104266, 53.317535545023695, 58.76777251184834, 61.13744075829384, 67.06161137440758, 73.22274881516587, 60.90047393364929, 67.06161137440758, 73.22274881516587, 42.654028436018955, 42.18009478672986, 0.0, 42.89099526066351]","[0.0, 44.895833333333336, 0.0, 5.052083333333333, 45.416666666666664, 0.0, 3.6979166666666665, 43.020833333333336, 0.0, 3.90625, 42.604166666666664, 0.0, 4.739583333333333, 42.70833333333333, 6.25, 0.0, 8.75]","[42.407407407407405, 42.87037037037037, 42.407407407407405, 43.611111111111114, 47.592592592592595, 44.44444444444444, 44.53703703703704, 47.96296296296296, 48.24074074074074, 49.166666666666664, 54.074074074074076, 46.2037037037037, 50.92592592592593, 59.074074074074076, 42.129629629629626, 0.0, 45.092592592592595]"
"[55.4083885209713, 53.42163355408388, 51.87637969094923, 51.434878587196465, 57.39514348785872, 58.94039735099338, 58.94039735099338, 52.980132450331126, 53.863134657836646, 54.3046357615894, 58.05739514348786, 57.17439293598234, 56.73289183222958, 54.966887417218544, 56.07064017660044, 54.083885209713024, 56.73289183222958]","[36.470588235294116, 40, 46.27450980392157, 51.372549019607845, 39.6078431372549, 45.88235294117647, 51.76470588235294, 52.94117647058823, 59.21568627450981, 63.92156862745098, 52.94117647058823, 59.21568627450981, 64.70588235294117, 34.90196078431372, 34.90196078431372, 35.294117647058826, 35.294117647058826]","[55.3125, 52.96875, 52.135416666666664, 52.03124999999999, 57.91666666666667, 59.375, 59.27083333333333, 54.21875000000001, 53.385416666666664, 54.322916666666664, 54.37499999999999, 57.1875, 56.822916666666664, 56.041666666666664, 54.895833333333336, 55.833333333333336, 54.37499999999999]","[36.01851851851852, 40.55555555555556, 46.2962962962963, 52.77777777777778, 40.46296296296296, 45.925925925925924, 51.75925925925926, 52.03703703703704, 59.166666666666664, 64.9074074074074, 65.0, 52.31481481481482, 59.81481481481481, 64.53703703703704, 34.90740740740741, 34.90740740740741, 35.55555555555556]"
"[47.06666666666667, 42.8, 42.266666666666666, 43.2, 48, 48.53333333333333, 48.266666666666666, 45.06666666666667, 44.266666666666666, 44.53333333333333, 46.93333333333333, 47.6, 46.666666666666664, 46.4, 47.46666666666667, 44.8, 0.0]","[32.464454976303315, 37.44075829383886, 43.36492890995261, 50.4739336492891, 35.07109004739336, 40.758293838862556, 47.6303317535545, 51.8957345971564, 59.00473933649289, 63.507109004739334, 50.71090047393365, 57.10900473933649, 62.08530805687204, 31.04265402843602, 30.33175355450237, 31.51658767772512, 0.0]","[46.770833333333336, 42.96875, 42.239583333333336, 42.864583333333336, 47.91666666666667, 48.541666666666664, 48.645833333333336, 44.53125, 44.84375, 44.79166666666667, 47.13541666666667, 47.13541666666667, 46.302083333333336, 45.885416666666664, 47.1875, 44.739583333333336, 0.0]","[31.296296296296294, 36.666666666666664, 42.96296296296296, 49.25925925925926, 35.74074074074074, 41.75925925925926, 48.05555555555556, 49.25925925925926, 56.111111111111114, 63.7962962962963, 48.888888888888886, 56.851851851851855, 62.96296296296296, 30.277777777777775, 30.0, 31.296296296296294, 0.0]"
"[49.6, 46.666666666666664, 43.86666666666667, 46, 51.6, 54.266666666666666, 53.46666666666667, 48.93333333333333, 48.666666666666664, 48.93333333333333, 51.733333333333334, 51.733333333333334, 50.53333333333333, 48.93333333333333, 49.86666666666667, 47.333333333333336, 50.53333333333333]","[23.696682464454977, 27.96208530805687, 36.96682464454976, 40.52132701421801, 27.96208530805687, 33.88625592417062, 40.52132701421801, 47.156398104265406, 58.53080568720379, 67.29857819905213, 46.208530805687204, 57.10900473933649, 65.63981042654028, 22.748815165876778, 22.511848341232227, 24.407582938388625, 23.222748815165875]","[49.6875, 46.25, 43.22916666666667, 45.729166666666664, 52.34375, 54.427083333333336, 53.22916666666667, 47.760416666666664, 47.604166666666664, 48.020833333333336, 51.51041666666667, 51.71875, 50.364583333333336, 48.59375, 50.05208333333333, 47.5, 50.625]","[23.333333333333332, 30.0, 36.11111111111111, 40.370370370370374, 29.629629629629626, 35.92592592592593, 40.833333333333336, 46.574074074074076, 58.333333333333336, 67.03703703703704, 46.666666666666664, 58.14814814814815, 65.37037037037037, 22.59259259259259, 22.22222222222222, 23.703703703703706, 23.425925925925924]"
"[46.34146341463415, 44.390243902439025, 43.739837398373986, 44.0650406504065, 48.13008130081301, 47.96747967479675, 48.292682926829265, 45.203252032520325, 45.52845528455285, 45.52845528455285, 47.479674796747965, 47.642276422764226, 47.80487804878049, 46.016260162601625, 46.666666666666664, 45.203252032520325, 46.99186991869919]","[38.26086956521739, 40.869565217391305, 45.21739130434783, 49.56521739130435, 40.869565217391305, 46.08695652173913, 50.72463768115942, 50.72463768115942, 56.81159420289855, 62.89855072463768, 50.72463768115942, 57.391304347826086, 62.89855072463768, 37.391304347826086, 37.681159471569124, 37.391304347826086, 37.68115942028985]","[46.041666666666664, 44.635416666666664, 43.333333333333336, 43.59375, 47.864583333333336, 48.90625, 48.541666666666664, 45.364583333333336, 45.729166666666664, 46.197916666666664, 47.447916666666664, 47.760416666666664, 47.708333333333336, 45.729166666666664, 46.666666666666664, 45.364583333333336, 47.34375]","[37.22222222222222, 40.925925925925924, 45.370370370370374, 49.25925925925926, 40.833333333333336, 44.53703703703704, 48.333333333333336, 50.46296296296296, 57.96296296296296, 64.35185185185185, 50.27777777777778, 57.870370370370374, 64.07407407407408, 36.666666666666664, 36.75925925925926, 37.03703703703704, 37.03703703703704]"
"[42.4, 40.8, 40.266666666666666, 40, 43.46666666666667, 44.266666666666666, 44.266666666666666, 41.86666666666667, 42.53333333333333, 42.8, 43.2, 44, 44.53333333333333, 42, 42.8, 41.333333333333336, 0.0]","[45.26066350710901, 48.34123222748815, 53.08056872037915, 57.81990521327014, 46.91943127962085, 51.8957345971564, 56.63507109004739, 58.29383886255924, 63.74407582938389, 68.72037914691943, 58.056872037914694, 63.27014218009479, 68.72037914691943, 44.07582938388626, 44.07582938388626, 44.54976303317535, 0.0]","[42.291666666666664, 40.625, 40.10416666666667, 40.15625, 43.75, 44.635416666666664, 45.0, 41.71875, 42.083333333333336, 42.552083333333336, 43.48958333333333, 43.958333333333336, 43.854166666666664, 41.92708333333333, 42.604166666666664, 41.354166666666664, 0.0]","[44.351851851851855, 47.87037037037037, 52.68518518518519, 57.49999999999999, 47.31481481481482, 52.22222222222223, 57.03703703703704, 56.75925925925925, 63.05555555555556, 68.61111111111111, 56.388888888888886, 63.33333333333333, 68.33333333333333, 43.51851851851852, 43.425925925925924, 44.166666666666664, 0.0]"
"[51.46666666666667, 50.4, 50, 50.4, 52.4, 53.2, 52.8, 50.8, 50.93333333333333, 51.2, 52.13333333333333, 52.266666666666666, 52.266666666666666, 51.333333333333336, 51.86666666666667, 51.06666666666667, 52]","[54.73933649289099, 55.92417061611374, 59.241706161137444, 60.90047393364929, 55.92417061611374, 58.056872037914694, 60.90047393364929, 62.08530805687204, 64.69194312796209, 67.29857819905213, 61.84834123222749, 64.92890995260663, 67.29857819905213, 54.2654028436019, 54.2654028436019, 54.502369668246445, 54.502369668246445]","[52.083333333333336, 50.9375, 50.72916666666667, 51.24999999999999, 52.29166666666667, 52.44791666666667, 52.135416666666664, 51.09375000000001, 51.041666666666664, 51.302083333333336, 52.135416666666664, 52.083333333333336, 51.66666666666667, 51.87500000000001, 52.1875, 51.66666666666667, 52.39583333333333]","[55.092592592592595, 57.407407407407405, 58.79629629629629, 59.074074074074076, 57.12962962962963, 58.611111111111114, 58.98148148148148, 60.18518518518518, 63.42592592592593, 67.5, 60.27777777777777, 63.33333333333333, 67.77777777777779, 54.81481481481482, 54.72222222222223, 54.72222222222223, 54.907407407407405]"
